species,month,state,gear_type,landings,year,temperature,pressure,dew_point,humidity,wind_speed,wind_chill,uv_index,date
AluAluKacangKacang,1,Kedah,Shellfishcollection,0,2021,27.240950995926266,1008.5598726813844,23.738609176558377,82.12416646292567,8.344475298732382,27.23438942637588,2.1532417498609955,1/1/2021
AluAluKacangKacang,1,Kedah,Stationary Traps,0.023974,2021,27.240950995926266,1008.5598726813844,23.738609176558377,82.12416646292567,8.344475298732382,27.23438942637588,2.1532417498609955,1/1/2021
AluAluKacangKacang,1,Kedah,Trawl Nets,34.021008,2021,27.240950995926266,1008.5598726813844,23.738609176558377,82.12416646292567,8.344475298732382,27.23438942637588,2.1532417498609955,1/1/2021
AluAluKacangKacang,1,Kelantan,Anchovy Purse Seines,0.00999847,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Bag Nets,0.00021277,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Barrier Nets,0.00120529,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Drift/Gill Nets,1.51019681,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Fish Purse Seines,0.84309563,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Hooks & Lines,2.50172548,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Lift Nets,0.22577278,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Miscellaneous,0.02013945,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Other Seines,0.01612694,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Portable Traps,0.10492204,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Push/Scoop Nets,0.00097078,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Shellfishcollection,0,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Stationary Traps,0.0123906,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Kelantan,Trawl Nets,14.67192581,2021,27.1820643,1008.5141713519596,23.71729436420436,82.29428436599207,8.281055645751298,27.176126171283705,2.165390914347353,1/1/2021
AluAluKacangKacang,1,Labuan,Anchovy Purse Seines,0.01649775,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Bag Nets,0.00040504,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Barrier Nets,0.00234856,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Drift/Gill Nets,1.74860016,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Fish Purse Seines,0.76321644,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Hooks & Lines,2.02354324,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Lift Nets,0.31368907,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Miscellaneous,0.02685829,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Other Seines,0.02491326,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Portable Traps,0.09466327,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Push/Scoop Nets,0.00166512,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Shellfishcollection,0,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Stationary Traps,0.01577924,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Labuan,Trawl Nets,9.99144701,2021,27.132581573242625,1008.4566117360544,23.70090249549237,82.44876177938507,8.127613215894394,27.127207511237707,2.1786106546438506,1/1/2021
AluAluKacangKacang,1,Melaka,Anchovy Purse Seines,0.01092976,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Bag Nets,0.00039374,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Barrier Nets,0.00318137,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Drift/Gill Nets,0.57178161,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Fish Purse Seines,0.10206049,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Hooks & Lines,0.180593,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Lift Nets,0.01794881,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Miscellaneous,0.00153637,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Other Seines,0.01101778,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Portable Traps,0.00867952,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Push/Scoop Nets,0.00046877,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Shellfishcollection,0,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Stationary Traps,0.00079036,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Melaka,Trawl Nets,1.12158114,2021,27.08692466578208,1008.4348832375096,23.67918631840197,82.56197681,8.016696918196434,27.082060926304084,2.1896165014867868,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Anchovy Purse Seines,0.00655412,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Bag Nets,0.00023611,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Barrier Nets,0.00190773,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Drift/Gill Nets,0.34287348,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Fish Purse Seines,0.0612014,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Hooks & Lines,0.10829406,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Lift Nets,0.01076315,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Miscellaneous,0.00092129,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Other Seines,0.0066069,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Portable Traps,0.00520475,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Push/Scoop Nets,0.0002811,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Shellfishcollection,0,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Stationary Traps,0.00047394,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Negeri Sembilan,Trawl Nets,0.67256523,2021,27.09118849586124,1008.4109529909902,23.498459350040125,81.86982542,7.608597136,27.070138640259213,2.6876607614080013,1/1/2021
AluAluKacangKacang,1,Pahang,Anchovy Purse Seines,0.0568385,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Bag Nets,0.00120953,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Barrier Nets,0.00685174,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Drift/Gill Nets,8.58504302,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Fish Purse Seines,4.79276091,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Hooks & Lines,14.22160387,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Lift Nets,1.28345458,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Miscellaneous,0.11448708,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Other Seines,0.0916771,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Portable Traps,0.59645222,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Push/Scoop Nets,0.00551861,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Shellfishcollection,0,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Stationary Traps,0.07043706,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Pahang,Trawl Nets,83.40576077,2021,27.059303671646017,1008.4126077380068,23.66359533782894,82.62156160986447,7.930447589680438,27.054901617300168,1.7623689830526803,1/1/2021
AluAluKacangKacang,1,Perak,Anchovy Purse Seines,0.23918811,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Bag Nets,0.00861675,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Barrier Nets,0.06962139,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Drift/Gill Nets,12.51293843,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Fish Purse Seines,2.2335041,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Hooks & Lines,3.9521191,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Lift Nets,0.39279397,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Miscellaneous,0.03362201,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Other Seines,0.24111443,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Portable Traps,0.18994375,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Push/Scoop Nets,0.01025864,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Shellfishcollection,0,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Stationary Traps,0.0172963,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perak,Trawl Nets,24.54481814,2021,27.056860781833706,1008.4031259193646,23.648867353550123,82.56243680479713,7.913637481329324,27.052876392076545,2.203148210335841,1/1/2021
AluAluKacangKacang,1,Perlis,Anchovy Purse Seines,0.00398964,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Bag Nets,0.00014373,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Barrier Nets,0.00116128,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Drift/Gill Nets,0.20871496,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Fish Purse Seines,0.0372547,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Hooks & Lines,0.06592108,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Lift Nets,0.00655178,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Miscellaneous,0.00056081,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Other Seines,0.00402177,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Portable Traps,0.00316825,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Push/Scoop Nets,0.00017111,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Shellfishcollection,0,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Stationary Traps,0.0002885,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Perlis,Trawl Nets,0.40940589,2021,27.08142944395888,1008.730556813892,24.0868096,82.57026798133496,7.320990676872864,27.08084391562836,2.497233113362253,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Anchovy Purse Seines,0.10351275,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Bag Nets,0.00372905,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Barrier Nets,0.03012985,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Drift/Gill Nets,5.41518848,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Fish Purse Seines,0.96658716,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Hooks & Lines,1.71034725,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Lift Nets,0.16998832,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Miscellaneous,0.0145505,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Other Seines,0.1043464,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Portable Traps,0.08220141,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Push/Scoop Nets,0.0044396,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Shellfishcollection,0,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Stationary Traps,0.00748527,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Pulau Pinang,Trawl Nets,10.62219055,2021,27.06548649983973,1008.395775359916,23.63046137614014,82.43410303444442,7.946463747791504,27.061879930773685,2.207226056097116,1/1/2021
AluAluKacangKacang,1,Sabah,Anchovy Purse Seines,0.38211793,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Bag Nets,0.01150038,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Barrier Nets,0.06931587,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Drift/Gill Nets,33.05028729,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Fish Purse Seines,9.66373964,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Hooks & Lines,18.49251132,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Lift Nets,4.01596511,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Miscellaneous,0.33785678,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Other Seines,0.48285558,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Portable Traps,0.89272349,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Push/Scoop Nets,0.03836832,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Shellfishcollection,0,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
AluAluKacangKacang,1,Sabah,Stationary Traps,0.18366063,2021,27.077350416177488,1008.3839408874002,23.618526679158222,82.32811029443616,7.957879651731599,27.074085602111897,2.2095428290860286,1/1/2021
